stimulus,1223_2636,1224_2642,1228_2674,1229_2683,1230_2680,1238_2578,1241_2583,1242_2582,1243_2580,1247_2590,1248_2587,1251_2589,1253_2592,1256_2601,1257_2600,1258_2598,1263_2603,1264_2602,1265_2605,1272_2607,1275_2613,1276_2612,1277_2616,1278_2617,1280_2620,1283_2634,1285_2635,1286_2632,1287_2633,1288_2640,1291_2643,1293_2639,1294_2646,1297_2676,1298_2645,1300_2649,1303_2653,1304_2655,1307_2659,1308_2658,1312_2663,1317_2661,1318_2662,1319_2665,1320_2666,1321_2672,1322_2673,1324_2682,1327_2687,1329_2685,1334_2692,1335_2691,1337_2698,1338_2697,1342_2703,1343_2704,1347_2710,1349_2712,1350_2716,1354_2719,1355_2718,1364_2747,1366_2753,1373_2764,1374_2754,1383_2744,1387_2758,1389_2768,1390_2767,1391_2773,200_2596,376_2701,390_2678,411_2614,418_2668,419_2715,425_2763,436_2714,454_2721,457_2604,471_2675,486_2679,500_2594,503_2618,505_2772,524_2599,551_2700,552_2722,582_2766,586_2667,587_2695,596_2591,603_2708,609_2689,617_2702,630_2706,643_2574,646_2595,651_2575,678_2684,700_2693,710_2709,724_2774,779_2621,864_2677,mean
ea731be1f6,26.4575,28.7953,47.0919,43.3699,30.1232,24.3721,20.5768,53.8645,53.2514,27.1792,29.0851,27.5439,36.7679,63.3385,57.8072,29.1328,31.8809,78.9937,41.9686,26.5130,35.2835,33.8805,20.3810,18.9226,32.1908,67.9396,26.9014,41.9734,123.5829,30.7392,29.5804,41.3293,31.7825,26.6977,23.2258,38.9239,20.4495,37.1184,24.3120,33.0404,39.3790,27.7915,20.6458,19.8268,22.8780,46.8114,49.2725,44.9561,64.6810,26.4575,25.1115,14.9315,63.9828,116.8258,,15.6347,29.2227,23.2204,23.8967,29.7610,30.6916,234.6673,24.6926,18.5592,28.2000,22.2787,88.3691,27.7350,29.9523,52.3723,30.1217,49.4018,91.4087,73.7459,46.4184,43.2861,19.6481,28.5207,27.3004,172.7457,45.5757,58.6799,38.4808,58.1238,39.6737,28.3645,76.7370,52.7968,45.5230,61.0886,53.5615,44.6705,37.9912,63.3041,80.9260,911.8182,66.0265,22.7636,61.6624,27.4212,40.0320,42.4957,42.2094,63.5377,260.9411,54.6748
eb169774a7,,33.3939,,35.6040,25.3795,,,23.0633,53.8767,,,82.7949,37.5875,69.7533,57.1819,,30.2185,237.7836,43.2466,25.8931,42.6046,,16.1589,25.8538,35.7849,199.4929,24.1823,,,,,35.3048,33.0944,19.3807,33.6219,25.7391,23.3415,,22.6024,,32.6939,,14.9775,32.9140,,,,,60.5347,31.7130,18.8648,,82.0061,90.3327,,14.3527,,,23.4233,,,,31.7805,17.7063,,17.6930,,29.4215,39.6459,38.3333,37.7877,46.7516,,,,,,20.8377,,222.0482,41.7563,,,81.9892,35.8939,,100.1934,46.9617,,,54.6316,,44.2603,46.8534,107.8270,680.2687,,,,24.4949,,29.0211,38.5629,61.8811,,59.8559
eb1984dc92,35.8742,36.5148,28.6660,41.5490,31.3581,22.9734,20.6882,22.0794,31.1094,46.7810,,43.0116,36.1759,45.4868,57.6318,41.4103,35.6079,221.7473,47.1231,,25.4000,14.5160,13.1184,32.7872,76.2218,,25.9047,30.1313,61.8347,27.8388,29.3176,38.0283,24.8267,27.4258,23.8048,33.7998,18.6587,39.1354,24.5446,47.6507,29.3776,24.4348,14.0463,19.6561,21.6300,43.0116,33.0289,37.1008,50.2138,23.4794,23.6902,19.3484,65.3794,99.0581,44.1362,19.8206,27.5162,18.9466,26.9098,39.1578,30.2927,456.6671,26.3117,76.0224,26.8691,26.5301,90.0521,20.5866,56.2866,,,29.7818,100.1249,43.2225,35.9011,41.1954,,21.1289,23.4521,100.9631,43.0842,30.4512,35.0630,46.0769,31.2250,42.9407,,41.5985,42.3390,69.1315,38.8993,,33.7448,37.4643,34.5782,4045.5390,37.7271,36.3318,42.1819,23.3699,43.5316,,29.5804,,272.5069,88.4572
ee0a8eae9e,28.7563,33.8062,30.3315,39.2544,24.4949,41.0726,15.3840,22.1811,37.3609,,,61.8690,31.1195,70.4006,48.3292,32.9421,29.7692,60.6059,38.3937,23.0036,30.2655,19.2293,19.7846,20.0531,66.3325,,19.4365,23.2538,17.6271,,34.7887,41.5832,20.8167,28.5591,28.4235,68.1196,20.6706,27.1448,22.6670,60.0000,35.3111,25.6799,17.1594,24.3745,21.8899,44.7214,,,43.4122,26.0070,22.5948,16.5831,59.9198,40.7340,22.5726,26.7083,23.3452,23.7635,22.5543,34.5998,27.1013,40.1386,24.5652,59.0097,35.1049,27.3158,,24.6885,,,27.5379,48.7142,46.2829,,51.7099,32.5894,,20.1039,26.1985,253.7321,49.7234,40.5762,35.3995,86.4932,40.6940,34.8542,90.2378,46.1603,40.5175,42.7753,32.4698,,42.7372,43.2906,44.0280,1093.4350,,41.6733,42.2419,37.4611,46.5027,,38.8587,49.1288,287.6526,52.9831
f0a4ff9701,,37.9655,,38.3592,29.6648,,,18.1659,35.0892,,,52.8069,120.8705,83.3121,52.0746,,36.0988,190.2166,36.3887,22.1108,30.9719,,18.6651,23.4521,43.6237,78.4594,33.7886,,,,,34.9384,25.8567,16.3881,22.7913,31.4466,25.2190,,24.3288,,28.5159,,16.2640,26.1956,,,,,62.6941,26.0892,24.1276,,57.3279,49.3626,28.2337,16.6748,,,30.6594,,,,26.0916,60.7993,,21.4237,,34.3823,58.6568,43.9941,21.8972,49.2760,,,,,,38.6929,,396.2607,55.1856,,,63.7563,47.4793,,99.0130,38.0058,,,45.8939,,42.3307,57.2962,58.7063,256.9737,,,,30.4786,,40.2078,52.4595,61.1754,,52.9448
f494529fd8,23.9165,,35.6131,,,27.0477,35.7071,,,23.8803,38.0024,,,,,74.4630,,,,,,20.5415,,,,,,31.3425,21.5058,35.0170,23.4794,,,,,,,36.2284,,24.7768,,25.7391,,,20.7966,56.7646,46.1790,40.9044,,,,16.7126,,,,,31.8852,27.9478,,51.5244,26.8934,96.1843,,,22.5161,,53.0618,,,,,,70.1834,61.6868,65.2942,27.3404,25.0217,,28.6190,,,80.1836,41.6431,,,29.8526,,,40.1871,55.4849,,59.4045,,,,,46.9295,36.3068,55.2545,,27.8260,,,,250.5942,44.7828
f6c1e28d7e,,,32.0785,,29.2664,22.2711,29.9274,19.8139,36.2012,16.8585,,38.1226,18.2574,92.4662,52.1094,,29.6355,67.8528,40.6675,,29.8848,23.8824,13.6626,,43.6411,69.8134,18.9541,34.0588,131.5587,,30.9233,33.0944,27.1570,17.5697,30.8221,33.2059,21.6987,25.8957,25.9370,26.1179,29.3118,30.0438,20.2485,22.1108,19.7203,,,,61.6441,20.2210,19.6497,12.7634,56.7721,65.3947,,,25.8407,23.2101,26.1268,,26.6145,43.4613,27.3030,77.9194,23.0338,25.1058,172.3501,,,,,,115.0652,,46.2481,36.1814,25.1949,28.9137,24.6353,,51.2696,28.1736,,56.5685,33.9853,43.6463,,55.5338,36.5850,43.1567,43.6478,,,30.7060,124.7330,681.4129,35.1188,,37.5690,,,25.4613,61.5394,,205.0268,50.8240
f739d5b822,,,,,,,,,,,,,305.1557,,,,,,,,,,,,,,,,,,,,,,,,,101.3794,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3681,33.5942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.1232,,,,,,,,,,172.7241
f7b44043a5,28.8138,34.3955,35.3351,43.1608,30.9866,29.7708,35.8469,35.1510,61.0646,32.5576,33.1006,26.3376,29.9285,67.5889,58.6803,42.0695,30.6775,65.8597,28.5620,21.4476,30.4006,42.9978,16.5263,26.4575,43.7199,200.6838,23.6562,28.0755,183.0916,36.4863,31.1868,40.9847,27.7980,23.2845,22.7996,30.9839,21.6972,69.9614,22.9931,19.2642,33.9534,28.3142,17.9118,19.2261,18.0278,63.9444,33.2791,44.6647,52.6101,23.2128,22.2872,13.6931,64.6826,85.7082,,19.2004,34.1971,29.5371,25.5238,46.0189,31.6414,338.7392,34.0875,26.0090,29.5236,16.3075,87.9751,31.4643,51.3909,55.1800,34.5966,42.5715,125.8107,71.8997,49.0256,39.1771,24.2384,31.7707,27.8620,207.4539,57.3555,33.8319,42.5503,56.1341,38.6940,34.7169,119.6148,62.5257,51.0835,52.7968,54.2157,88.2212,26.2895,68.8494,65.3063,540.3008,38.0319,31.3050,75.6597,30.0144,88.5599,28.0306,45.4187,69.5754,278.8378,56.0098
fa0b0ceb86,,32.6599,,40.2930,29.7909,,,17.9118,57.5905,,,41.8330,34.8104,43.1774,68.6052,,29.4958,220.7404,29.1548,35.7390,43.8035,,13.9443,18.0642,38.9570,175.0048,37.2252,,,,,33.8194,24.1030,24.2997,25.7074,34.1565,30.3550,,16.4570,,30.1511,,19.1485,30.5505,,,,,24.3086,35.8920,30.5826,,95.4654,123.0960,29.1548,21.3937,,,22.2427,,,,43.5890,26.8524,,17.5594,,33.2603,60.5392,36.9419,44.0557,45.2769,,,,,,28.6356,,147.3940,43.5890,,,43.8178,40.7080,,107.8888,45.6618,,,55.8271,,63.5273,43.7035,74.2041,244.1311,,,,21.2132,,55.7184,41.1552,53.5257,,50.4666
faa6ebaee4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1267
fe0ef71976,,29.2404,,41.7365,25.0998,,32.7579,35.7771,,,,28.0394,44.3889,56.0357,76.0306,,35.3389,101.1599,,,40.2965,42.7566,18.0579,15.7359,,56.2202,,34.4124,181.9179,,,,,20.3101,15.9861,29.3626,21.8849,33.6341,16.6410,,,19.6850,16.4992,,18.5864,,27.0185,37.8362,57.1421,31.2440,17.9646,17.6777,78.5493,,,19.0863,,44.3706,,33.1662,30.7179,,22.1198,25.2262,,30.0463,68.1353,,38.9331,,31.6228,,152.2972,,,30.0757,,36.9889,,226.5134,,,,75.6593,,,,,,,,,,49.1121,,,,,,,,,33.9683,,383.1697,51.6583
